id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
34841067,你好，李焕英,,https://dou.img.lithub.cc/movie/34841067.jpg,2021-02-12(中国大陆),https://movie.douban.com/subject/34841067/,7.7,"剧情,喜剧,奇幻",5,能这么角度新奇讲述感人的母爱故事，太难得。,"穿越,亲情,母爱",2023-12-31 16:06:27,2021 / 中国大陆 / 剧情 喜剧 奇幻 / 贾玲 / 贾玲 张小斐
